Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,No. iterations,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,238,1000,0.722222222,0.625,0.722222222,0.661286286
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,238,1000,0.805555556,0.805224868,0.805555556,0.793391431
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,238,1000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,260,2000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,260,2000,0.75,0.648589065,0.75,0.690789474
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,260,2000,0.777777778,0.773589065,0.777777778,0.771036387
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,260,2000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,,0,,,,0.98
Hybrid approach,ANOVA_barretNP_df_1000,Genetic Algorithm,kNN,1001,,0,,,,0.69
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,,0,,,,0.98
Hybrid approach,chi2_barretNP_df_1000,Genetic Algorithm,kNN,1001,,0,,,,0.69
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,,0,,,,0.98
Hybrid approach,MI_barretNP_df_1000,Genetic Algorithm,kNN,1001,,0,,,,0.69
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,RF_lung_cancer_df,Genetic Algorithm,SVM,501,,0,,,,0.95
Hybrid approach,RF_barretNP_df,Genetic Algorithm,SVM,201,,0,,,,0.7
Hybrid approach,RF_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,Ridge_lung_cancer_df,Genetic Algorithm,SVM,501,,0,,,,0.95
Hybrid approach,Ridge_barretNP_df,Genetic Algorithm,kNN,501,,0,,,,0.64
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,,0,,,,0.79
Hybrid approach,SVM_RFE_lung_cancer_df,Genetic Algorithm,SVM,51,,0,,,,0.98
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,RF,51,,0,,,,0.68
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,RF ,101,,0,,,,0.72
